"faz_cod","talhao_cod","dt_plantio","corte","n","ops","status","mix","encers","encers_ok","fromPlantio","oss","processID","area","PL|H1","PL|AD","PL|QL","PL|H2","QL|H2","left","days","os_status","os_cod"
4234,1,2016-02-15,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-18|2016-05-09",TRUE,"9|37|63|84","2484|2911|3328|3494","4234|1|2016-02-15|93",0.58,9,37,63,84,21,"H2",-11,"E",3494
4234,2,2016-02-15,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-18|2016-05-09",TRUE,"9|37|63|84","2484|2911|3328|3494","4234|2|2016-02-15|93",2.58,9,37,63,84,21,"H2",-11,"E",3494
4234,3,2016-02-15,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-18|2016-05-09",TRUE,"9|37|63|84","2484|2911|3328|3494","4234|3|2016-02-15|93",13.73,9,37,63,84,21,"H2",-11,"E",3494
4234,4,2016-02-15,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-24|2016-03-23|2016-04-18|2016-05-09",TRUE,"9|37|63|84","2484|2911|3328|3494","4234|4|2016-02-15|93",2.6,9,37,63,84,21,"H2",-11,"E",3494
4244,1,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|1|2016-02-18|93",3.1925,35,77,65,72,7,"H2",3,"E",3370
4244,2,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|2|2016-02-18|93",6.91,35,77,65,72,7,"H2",3,"E",3370
4244,3,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|3|2016-02-18|93",0.28,35,77,65,72,7,"H2",3,"E",3370
4244,4,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|4|2016-02-18|93",3.99,35,77,65,72,7,"H2",3,"E",3370
4244,5,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|5|2016-02-18|93",24.2225,35,77,65,72,7,"H2",3,"E",3370
4244,6,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|6|2016-02-18|93",20.065,35,77,65,72,7,"H2",3,"E",3370
4244,7,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|7|2016-02-18|93",2.27,35,77,65,72,7,"H2",3,"E",3370
4244,8,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|8|2016-02-18|93",19.98,35,77,65,72,7,"H2",3,"E",3370
4244,9,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|9|2016-02-18|93",20.0125,35,77,65,72,7,"H2",3,"E",3370
4244,10,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|10|2016-02-18|93",9.07,35,77,65,72,7,"H2",3,"E",3370
4244,11,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|11|2016-02-18|93",12.195,35,77,65,72,7,"H2",3,"E",3370
4244,12,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|12|2016-02-18|93",9.3,35,77,65,72,7,"H2",3,"E",3370
4244,13,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|13|2016-02-18|93",6.86,35,77,65,72,7,"H2",3,"E",3370
4244,14,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|14|2016-02-18|93",4.785,35,77,65,72,7,"H2",3,"E",3370
4244,15,2016-02-18,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-03-24|2016-04-23|2016-04-30|2016-05-05",TRUE,"35|65|72|77","2978|3326|3370|3350","4244|15|2016-02-18|93",4.1575,35,77,65,72,7,"H2",3,"E",3370
4008,12,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-05-25|2016-05-31|2016-10-07",TRUE,"8|94|100|229","2558|3632|3703|4941","4008|12|2016-02-21|93",15.37,8,94,100,229,129,"H2",-119,"E",4941
4008,13,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-05-25|2016-05-31|2016-10-07",TRUE,"8|94|100|229","2558|3632|3703|4941","4008|13|2016-02-21|93",15.97,8,94,100,229,129,"H2",-119,"E",4941
4008,14,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-05-25|2016-05-31|2016-10-07",TRUE,"8|94|100|229","2558|3632|3703|4941","4008|14|2016-02-21|93",10.71,8,94,100,229,129,"H2",-119,"E",4941
4215,1,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|1|2016-02-21|93",9.4875,8,58,66,74,8,"H2",2,"E",3369
4215,2,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|2|2016-02-21|93",13.505,8,58,66,74,8,"H2",2,"E",3369
4215,3,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|3|2016-02-21|93",20.7225,8,58,66,74,8,"H2",2,"E",3369
4215,4,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|4|2016-02-21|93",8.4175,8,58,66,74,8,"H2",2,"E",3369
4215,5,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|5|2016-02-21|93",18.1425,8,58,66,74,8,"H2",2,"E",3369
4215,6,2016-02-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-19|2016-04-27|2016-05-05",TRUE,"8|58|66|74","2553|3044|3387|3369","4215|6|2016-02-21|93",22.39,8,58,66,74,8,"H2",2,"E",3369
4247,1,2016-02-24,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-04-30|2016-05-09",TRUE,"5|66|66|75","2552|3365|3383|3476","4247|1|2016-02-24|93",0.125,5,66,66,75,9,"H2",1,"E",3476
4247,2,2016-02-24,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-04-30|2016-05-09",TRUE,"5|66|66|75","2552|3365|3383|3476","4247|2|2016-02-24|93",18.34,5,66,66,75,9,"H2",1,"E",3476
4247,3,2016-02-24,"93",5,"H1|AD|QL|AD|H2","E|E|E|E|E","allE","2016-02-29|2016-04-30|2016-04-30|2016-05-07|2016-05-09",TRUE,"5|66|66|73|75","2552|3365|3383|3449|3476","4247|3|2016-02-24|93",22.344,5,73,66,75,9,"H2",1,"E",3476
4247,4,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-05-07|2016-05-09",TRUE,"5|66|73|75","2552|3383|3449|3476","4247|4|2016-02-24|93",3.52,5,73,66,75,9,"H2",1,"E",3476
4247,5,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-05-07|2016-05-09",TRUE,"5|66|73|75","2552|3383|3449|3476","4247|5|2016-02-24|93",1.1375,5,73,66,75,9,"H2",1,"E",3476
4247,6,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-04-30|2016-05-07|2016-05-09",TRUE,"5|66|73|75","2552|3383|3449|3476","4247|6|2016-02-24|93",2.2925,5,73,66,75,9,"H2",1,"E",3476
4247,7,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-05-06|2016-05-07|2016-05-09",TRUE,"5|72|73|75","2552|3450|3449|3476","4247|7|2016-02-24|93",1.5325,5,73,72,75,3,"H2",7,"E",3476
4247,8,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|8|2016-02-24|93",9.5375,5,73,49,66,17,"H2",-7,"E",3373
4247,9,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|9|2016-02-24|93",11.56,5,73,49,66,17,"H2",-7,"E",3373
4247,10,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|10|2016-02-24|93",10.29,5,73,49,66,17,"H2",-7,"E",3373
4247,11,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|11|2016-02-24|93",14.8025,5,73,49,66,17,"H2",-7,"E",3373
4247,13,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|13|2016-02-24|93",3.9575,5,73,49,66,17,"H2",-7,"E",3373
4247,14,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|14|2016-02-24|93",13.665,5,73,49,66,17,"H2",-7,"E",3373
4247,15,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|15|2016-02-24|93",0.4925,5,73,49,66,17,"H2",-7,"E",3373
4247,16,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|16|2016-02-24|93",2.58,5,73,49,66,17,"H2",-7,"E",3373
4247,17,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|17|2016-02-24|93",3.25,5,73,49,66,17,"H2",-7,"E",3373
4247,18,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|18|2016-02-24|93",5.005,5,73,49,66,17,"H2",-7,"E",3373
4247,19,2016-02-24,"93",4,"H1|QL|H2|AD","E|E|E|E","allE","2016-02-29|2016-04-13|2016-04-30|2016-05-07",TRUE,"5|49|66|73","2552|3179|3373|3449","4247|19|2016-02-24|93",5.015,5,73,49,66,17,"H2",-7,"E",3373
4247,20,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-05-06|2016-05-07|2016-05-09",TRUE,"5|72|73|75","2552|3450|3449|3476","4247|20|2016-02-24|93",16.3525,5,73,72,75,3,"H2",7,"E",3476
4247,21,2016-02-24,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-02-29|2016-05-06|2016-05-07|2016-05-09",TRUE,"5|72|73|75","2552|3450|3449|3476","4247|21|2016-02-24|93",12.3475,5,73,72,75,3,"H2",7,"E",3476
4069,1,2016-02-29,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-12|2016-05-26|2016-06-07|2016-10-14",TRUE,"12|87|99|228","2810|3579|3478|5021","4069|1|2016-02-29|93",6.19,12,87,99,228,129,"H2",-119,"E",5021
4243,3,2016-02-29,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-05-07|2016-05-08|2016-11-27",TRUE,"31|68|69|272","3011|3467|3480|5550","4243|3|2016-02-29|93",17.4,31,68,69,272,203,"H2",-193,"E",5550
4069,2,2016-03-05,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-12|2016-05-26|2016-06-07|2016-10-14",TRUE,"7|82|94|223","2810|3579|3478|5021","4069|2|2016-03-05|93",9.62,7,82,94,223,129,"H2",-119,"E",5021
4211,10,2016-03-10,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-21|2016-05-12|2016-06-14|2016-11-20",TRUE,"11|63|96|255","2827|3519|3798|5531","4211|10|2016-03-10|93",6.425,11,63,96,255,159,"H2",-149,"E",5531
4211,11,2016-03-10,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-21|2016-05-12|2016-06-14|2016-11-20",TRUE,"11|63|96|255","2827|3519|3798|5531","4211|11|2016-03-10|93",11.32,11,63,96,255,159,"H2",-149,"E",5531
4211,12,2016-03-10,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-21|2016-05-12|2016-06-14|2016-11-20",TRUE,"11|63|96|255","2827|3519|3798|5531","4211|12|2016-03-10|93",1.88,11,63,96,255,159,"H2",-149,"E",5531
4211,13,2016-03-10,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-21|2016-05-12|2016-06-14|2016-11-20",TRUE,"11|63|96|255","2827|3519|3798|5531","4211|13|2016-03-10|93",2.52,11,63,96,255,159,"H2",-149,"E",5531
4158,9,2016-03-17,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-05-31|2016-07-07|2016-08-13",TRUE,"13|75|112|149","3071|3677|4266|4535","4158|9|2016-03-17|93",4.06,13,75,112,149,37,"H2",-27,"E",4535
4158,10,2016-03-17,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-05-31|2016-07-07|2016-08-13",TRUE,"13|75|112|149","3071|3677|4266|4535","4158|10|2016-03-17|93",0.56,13,75,112,149,37,"H2",-27,"E",4535
4158,11,2016-03-17,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-05-31|2016-07-07|2016-08-13",TRUE,"13|75|112|149","3071|3677|4266|4535","4158|11|2016-03-17|93",15.76,13,75,112,149,37,"H2",-27,"E",4535
4163,5,2016-03-17,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-05-31|2016-07-13|2016-08-12",TRUE,"14|75|118|148","3061|3676|4244|4536","4163|5|2016-03-17|93",2.07,14,75,118,148,30,"H2",-20,"E",4536
4241,1,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|1|2016-03-19|93",18.92,9,67,129,246,117,"H2",-107,"E",5455
4241,2,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|2|2016-03-19|93",3.6,9,67,129,246,117,"H2",-107,"E",5455
4241,3,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|3|2016-03-19|93",4.96,9,67,129,246,117,"H2",-107,"E",5455
4241,4,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|4|2016-03-19|93",5.97,9,67,129,246,117,"H2",-107,"E",5455
4241,5,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|5|2016-03-19|93",0.28,9,67,129,246,117,"H2",-107,"E",5455
4241,6,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|6|2016-03-19|93",1.14,9,67,129,246,117,"H2",-107,"E",5455
4241,7,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|7|2016-03-19|93",3.47,9,67,129,246,117,"H2",-107,"E",5455
4241,8,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|8|2016-03-19|93",0.1,9,67,129,246,117,"H2",-107,"E",5455
4241,9,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|9|2016-03-19|93",3.44,9,67,129,246,117,"H2",-107,"E",5455
4241,10,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|10|2016-03-19|93",0.41,9,67,129,246,117,"H2",-107,"E",5455
4241,11,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|11|2016-03-19|93",4.4,9,67,129,246,117,"H2",-107,"E",5455
4241,12,2016-03-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-28|2016-05-25|2016-07-26|2016-11-20",TRUE,"9|67|129|246","2977|3634|3955|5455","4241|12|2016-03-19|93",6.36,9,67,129,246,117,"H2",-107,"E",5455
4236,1,2016-03-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-06-21|2016-07-29|2016-09-30",TRUE,"10|92|130|193","3013|3838|3863|4969","4236|1|2016-03-21|93",27.32,10,92,130,193,63,"H2",-53,"E",4969
4236,2,2016-03-21,"93",5,"H1|AD|QL|QL|H2","E|E|E|E|E","allE","2016-03-31|2016-06-21|2016-07-29|2016-07-31|2016-09-30",TRUE,"10|92|130|132|193","3013|3838|3863|4420|4969","4236|2|2016-03-21|93",22.472,10,92,132,193,61,"H2",-51,"E",4969
4236,3,2016-03-21,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-06-21|2016-07-31|2016-09-30",TRUE,"10|92|132|193","3013|3838|4420|4969","4236|3|2016-03-21|93",1.11,10,92,132,193,61,"H2",-51,"E",4969
4168,17,2016-03-24,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-06-21|2016-06-21|2016-11-21",TRUE,"7|89|89|242","3015|3839|3866|5577","4168|17|2016-03-24|93",13.21,7,89,89,242,153,"H2",-143,"E",5577
4168,18,2016-03-24,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-06-21|2016-06-21|2016-11-21",TRUE,"7|89|89|242","3015|3839|3866|5577","4168|18|2016-03-24|93",4.97,7,89,89,242,153,"H2",-143,"E",5577
4216,1,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|1|2016-03-25|93",20.76,5,88,83,247,164,"H2",-154,"E",5551
4216,2,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|2|2016-03-25|93",0.42,5,88,83,247,164,"H2",-154,"E",5551
4216,3,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|3|2016-03-25|93",10.04,5,88,83,247,164,"H2",-154,"E",5551
4216,4,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|4|2016-03-25|93",6.45,5,88,83,247,164,"H2",-154,"E",5551
4216,5,2016-03-25,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-03-30|2016-06-16|2016-06-21|2016-11-27",TRUE,"5|83|88|247","3012|3865|3840|5551","4216|5|2016-03-25|93",7.48,5,88,83,247,164,"H2",-154,"E",5551
4243,4,2016-03-26,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-05-07|2016-05-08|2016-11-27",TRUE,"5|42|43|246","3011|3467|3480|5550","4243|4|2016-03-26|93",6.87,5,42,43,246,203,"H2",-193,"E",5550
4243,5,2016-03-26,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-31|2016-05-07|2016-05-08|2016-11-27",TRUE,"5|42|43|246","3011|3467|3480|5550","4243|5|2016-03-26|93",0.44,5,42,43,246,203,"H2",-193,"E",5550
4208,1,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|1|2016-03-27|93",11.36,3,86,86,239,153,"H2",-143,"E",5578
4208,2,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|2|2016-03-27|93",3.92,3,86,86,239,153,"H2",-143,"E",5578
4208,3,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|3|2016-03-27|93",2.35,3,86,86,239,153,"H2",-143,"E",5578
4208,4,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|4|2016-03-27|93",7.94,3,86,86,239,153,"H2",-143,"E",5578
4208,5,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|5|2016-03-27|93",1.64,3,86,86,239,153,"H2",-143,"E",5578
4208,6,2016-03-27,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-03-30|2016-06-21|2016-06-21|2016-11-21",TRUE,"3|86|86|239","3014|3841|3864|5578","4208|6|2016-03-27|93",5.83,3,86,86,239,153,"H2",-143,"E",5578
4222,1,2016-04-02,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-04-20|2016-07-20|2016-09-13|2016-11-21",TRUE,"18|109|164|233","3222|4271|4471|5481","4222|1|2016-04-02|93",2.22,18,109,164,233,69,"H2",-59,"E",5481
4222,2,2016-04-02,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-04-20|2016-07-20|2016-09-13|2016-11-21",TRUE,"18|109|164|233","3222|4271|4471|5481","4222|2|2016-04-02|93",29.26,18,109,164,233,69,"H2",-59,"E",5481
4222,3,2016-04-02,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-04-20|2016-07-20|2016-09-13|2016-11-21",TRUE,"18|109|164|233","3222|4271|4471|5481","4222|3|2016-04-02|93",18.26,18,109,164,233,69,"H2",-59,"E",5481
4222,4,2016-04-02,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-04-20|2016-07-20|2016-09-13|2016-11-21",TRUE,"18|109|164|233","3222|4271|4471|5481","4222|4|2016-04-02|93",12.07,18,109,164,233,69,"H2",-59,"E",5481
4222,5,2016-04-02,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-04-20|2016-07-20|2016-09-13|2016-11-21",TRUE,"18|109|164|233","3222|4271|4471|5481","4222|5|2016-04-02|93",5.28,18,109,164,233,69,"H2",-59,"E",5481
4222,6,2016-04-02,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-04-20|2016-07-20|2016-09-13|2016-11-21",TRUE,"18|109|164|233","3222|4271|4471|5481","4222|6|2016-04-02|93",0.58,18,109,164,233,69,"H2",-59,"E",5481
4222,7,2016-04-02,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-04-20|2016-07-20|2016-09-13|2016-11-21",TRUE,"18|109|164|233","3222|4271|4471|5481","4222|7|2016-04-02|93",2.91,18,109,164,233,69,"H2",-59,"E",5481
4239,1,2016-04-19,"93",4,"H1|QL|AD|H2","E|E|E|E","allE","2016-04-24|2016-07-13|2016-07-31|2016-11-19",TRUE,"5|85|103|214","3324|4243|4411|5022","4239|1|2016-04-19|93",2.095,5,103,85,214,129,"H2",-119,"E",5022
4239,2,2016-04-19,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-04-24|2016-07-31|2016-08-07|2016-11-19",TRUE,"5|103|110|214","3324|4411|4456|5022","4239|2|2016-04-19|93",6.735,5,103,110,214,104,"H2",-94,"E",5022
4255,5,2016-04-25,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-05-12|2016-08-09|2016-08-14|2016-10-14",TRUE,"17|106|111|172","3372|4410|4448|5078","4255|5|2016-04-25|93",4.39,17,106,111,172,61,"H2",-51,"E",5078
4255,6,2016-04-25,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-05-25|2016-08-09|2016-08-14|2016-10-14",TRUE,"30|106|111|172","3541|4410|4448|5078","4255|6|2016-04-25|93",4.31,30,106,111,172,61,"H2",-51,"E",5078
4255,7,2016-04-25,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-05-25|2016-08-09|2016-08-14|2016-10-14",TRUE,"30|106|111|172","3541|4410|4448|5078","4255|7|2016-04-25|93",0.93,30,106,111,172,61,"H2",-51,"E",5078
4255,8,2016-04-25,"93",4,"H1|AD|QL|H2","E|E|E|E","allE","2016-05-25|2016-08-09|2016-08-14|2016-10-14",TRUE,"30|106|111|172","3541|4410|4448|5078","4255|8|2016-04-25|93",4.53,30,106,111,172,61,"H2",-51,"E",5078
